Codigo;Nombre;Referencia;Categoria;Descripcion;Partida arancelaria;Marca;Modelo;Nombre impuesto;Porcentaje impuesto;Tipo impuesto;Cuenta de ingresos;Cuenta de inventario;Cuenta de costo de venta;Unidad de medida;Codigo del producto o servicio;Venta en negativo;Precio: General;Costo unitario;Cantidad inicial en bodega: Principal;Cantidad minima en bodega: Principal;Cantidad maxima en bodega: Principal;Codigo de barras;FAMILIA;GARANTIA;GAMA;FECHA DE INGRESO (dd/mm/yyyy);PROVEEDOR;NUEVO;Mostrar item en tienda;Archivo_Origen;cantidad_actual
4187;CABLE HDMI 5M ENCAUCHETADO JALTECH;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;15966,000000;6348,000000;0.0;0.0;0.0;11755;CABLES;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4188;PARLANTES USB PC BLACK D12;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;32773,000000;21067,000000;0.0;0.0;0.0;11764;SONIDO;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4189;CONTROL XBOX PC 360 CABLE;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;49580,000000;33947,000000;0.0;0.0;0.0;11801;GAMING;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4190;"LAPTOP STAND 18"" 005";;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;21008,000000;12787,000000;0.0;0.0;0.0;11869;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4191;CONVERTIDOR DIGITAL LIGHTNING A TIPO C;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;12605,000000;9108,000000;0.0;0.0;0.0;30603;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4192;MINI ARO DE LUZ PLEGABLE Y8;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;49580,000000;41307,000000;0.0;0.0;0.0;30835;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4193;PORTATIL LENOVO RYZEN 5 7520U 8GB RAM(EXPANDIBLE) 512 GB SSD;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;No;1570000,000000;1379000,000000;0.0;0.0;0.0;897215649872165;COMPUTADORES;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4194;FIRE TV STICK 4K PLUS;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;167227,000000;111832,000000;0.0;0.0;0.0;840414666245;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4195;TORRE JANUS CORE I5 12400 + 16GB RAM + 512GB SSD M.2;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;1504202,000000;1400000,000000;0.0;0.0;0.0;250905715959;COMPUTADORES;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4196;OPPO A25X 4/128 AZUL;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;No;479000,000000;399900,000000;0.0;0.0;0.0;6932169370233;CELULARES Y TABLETS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4197;OPPO A5X 4/128 BLANCO;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;479000,000000;399900,000000;0.0;0.0;0.0;6932169370240;CELULARES Y TABLETS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4198;TABLET TG 748 32/8;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;No;249000,000000;195000,000000;0.0;0.0;0.0;TT7482024060608;CELULARES Y TABLETS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4199;"TABLET 7"" TG KIDS";;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;No;249000,000000;195000,000000;0.0;0.0;0.0;TT7872025061981;CELULARES Y TABLETS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4200;REPETIDOR TP-LINK AC1200 DOBLE BANDA;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;100000,000000;72200,000000;0.0;0.0;0.0;840030701498;REDES;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4201;GAME STICK I-55;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;83193,000000;55000,000000;0.0;0.0;0.0;6770220251554;GAMING;30 DIAS;MEDIA;07/11/2022;GABRIEL CARABOBO;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4202;CONSOLA R36S PLUS;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;116807,000000;82000,000000;0.0;0.0;0.0;6926461651688;GAMING;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4203;ARO DE LUZ-MONOPOD P400;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;41176,000000;33000,000000;0.0;0.0;0.0;7702202500403;PELUQUERIA;30 DIAS;MEDIA;07/11/2022;GABRIEL CARABOBO;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4204;AUDIFONOS T7 BLANCOS MOVISUN;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;57143,000000;45000,000000;0.0;0.0;0.0;7709800273500;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4205;GAFAS MOVISUN TF-800;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;No;99000,000000;70000,000000;0.0;0.0;0.0;7709470074551;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4206;AUDIFONO ENJOY P5 TC;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;21008,000000;15000,000000;0.0;0.0;0.0;7709973735119;SONIDO;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4207;TORRE MOVISUN ELITE 160;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;378151,000000;320000,000000;0.0;0.0;0.0;7709165853478;SONIDO;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4208;JBL CHARGE 6 NEGRO;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;579832,000000;586505,000000;0.0;0.0;0.0;050036407441;SONIDO;30 DIAS;MEDIA;07/11/2022;MPS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4209;DIADEMA JBL TUNE 720 BLANCO;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;234454,000000;193000,000000;0.0;0.0;0.0;050036395052;SONIDO;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4210;MOUSE VERTICAL GENIUS 8350S;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;63025,000000;51457,000000;0.0;0.0;0.0;091163262015;MOUSES;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4211;JBL CLIP 5 AZUL;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;217647,000000;188900,000000;0.0;0.0;0.0;1200130010279;SONIDO;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4212;"MONITOR KALLEY 22""";;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;268067,000000;239952,000000;0.0;0.0;0.0;7705946476904;COMPUTADORES;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4213;"PORTATIL ASUS 15.6"" RYZEN 5 + 16 GB + 512 GB SSD";;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;No;1690000,000000;1485000,000000;0.0;0.0;0.0;4711387903025;COMPUTADORES;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4214;RAM DDR4 8GB 3200 PC KINGSTON;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;No;219000,000000;159000,000000;0.0;0.0;0.0;740617351934;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4215;IPAD AIR M3 128GB SPACE GRAY;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;No;2590000,000000;2512000,000000;0.0;0.0;0.0;195949997266;CELULARES Y TABLETS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4216;AUDIFONOS ITA-4 LITE;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;No;55000,000000;33000,000000;0.0;0.0;0.0;7709165853416;SONIDO;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4217;PILA RECARGABLE AAA MOVISUN;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;No;22000,000000;12000,000000;0.0;0.0;0.0;7709104850896;ENERGIA;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4218;PILA RECARGABLE AA MOVISUN;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;No;25000,000000;16000,000000;0.0;0.0;0.0;7709104850858;ENERGIA;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4219;PARLANTE MOVISUN CRUISER;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;663866,000000;600000,000000;0.0;0.0;0.0;7709945219944;SONIDO;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4220;NINTENDO SWITCH 128GB + JUEGOS INSTALADOS. SEGUNDA MANO;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;950000,000000;1150000,000000;0.0;0.0;0.0;321549872136;GAMING;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4221;OPPO A5 PRO 8GB/256 CAFE;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;No;1290000,000000;1100000,000000;0.0;0.0;0.0;6932169363938;CELULARES Y TABLETS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4222;SMARTWATCH KALLEY K-WATCH 4;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;226050,000000;195960,000000;0.0;0.0;0.0;KSWN407042501626;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4223;"MONITOR KALLEY 24"" FHD";;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;352101,000000;324759,000000;0.0;0.0;0.0;32165872223;COMPUTADORES;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4224;"PORTATIL ACER 14"" INTEL CORE 3 + 8GB RAM DDR5 + 512 GB SSD";;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;No;1390000,000000;1179951,000000;0.0;0.0;0.0;195133292849;COMPUTADORES;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4225;W2K20 LUCHA PS4;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;No;59000,000000;25000,000000;0.0;0.0;0.0;710425575587;GAMING;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4226;DRAGON BALL KAKAROT PS4;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;No;59000,000000;25000,000000;0.0;0.0;0.0;722674121668;GAMING;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4227;FUENTE DE PODER JALTECH 200W 50CM FPS200W;;;;;;;IVA;5.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;56190,000000;37900,000000;0.0;0.0;0.0;11298;ENERGIA;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4228;"FUNDA PLUS OXFORD ROSA 14""";;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;32773,000000;24900,000000;0.0;0.0;0.0;11683;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4229;CONTROL DE PLAY 4 CAMUFLADO GT PS4;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;No;75000,000000;47900,000000;0.0;0.0;0.0;11703;GAMING;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4230;MICROFONOS INALAMBRICOS 2.4 GHZ JAL GL;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;133613,000000;119900,000000;0.0;0.0;0.0;11793;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4231;TECLADO BLUETOOTH GO HB028;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;49580,000000;39900,000000;0.0;0.0;0.0;11874;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4232;"PORTATIL HP 15.6"" CORE I5 1235U + 8GB RAM(EXPANDIBLE) + 512 GB SSD";;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;No;1590000,000000;1369000,000000;0.0;0.0;0.0;199485476407;COMPUTADORES;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4233;"PORTATIL HP 14"" RYZEN 5 +8 GB RAM(EXPANDIBLE) + 512 GB SSD";;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;No;1550000,000000;1359000,000000;0.0;0.0;0.0;197497268010;COMPUTADORES;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4234;"COMPUTADOR PORTATIL HP 14"" EM0009 RYZEN 5 7MA+512 GB SSD +16 GB RAM";;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;No;1650000,000000;1399000,000000;0.0;0.0;0.0;197497164121;COMPUTADORES;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4235;"COMPUTADOR PORTATIL ASUS 15"" INTEL CORE I5 13420H +1TB SSD +16 GB RAM";;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;No;1990000,000000;1635000,000000;0.0;0.0;0.0;4711636088862;COMPUTADORES;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4236;CARGADOR ACER GAMER 19V 7.1A AC07-L;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;88235,000000;70000,000000;0.0;0.0;0.0;AT202508130002AC07'L;ENERGIA;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4237;DIADEMA BLIETOOTH MOVISUN K10 NEGRO;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;54622,000000;39000,000000;0.0;0.0;0.0;7709041432506;SONIDO;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4238;AUDIFONO MOVISUN S7;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;41176,000000;32000,000000;0.0;0.0;0.0;7709041432582;SONIDO;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4239;MOVISUN CHACHA X20;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;57143,000000;45000,000000;0.0;0.0;0.0;7709185970599;SONIDO;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4240;AUDIFONOS MOVISUN T110 BLANCO;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;74790,000000;59000,000000;0.0;0.0;0.0;7709211053951;SONIDO;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4241;INTERCOMUNICADOR KY-600 MOVISUN;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;63025,000000;50000,000000;0.0;0.0;0.0;7709009399278;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4242;AUDIFONO MOVISUN CHACHA B2;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;10084,000000;5000,000000;0.0;0.0;0.0;7709104850834;SONIDO;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4243;BANDA DEPORTIVA MOVISUN TP-500;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;100000,000000;70000,000000;0.0;0.0;0.0;7709009399216;SONIDO;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4244;BOMBILLO LED 8.5W BLANCO TECNOLITE;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;5882,000000;2200,000000;0.0;0.0;0.0;7501668537233;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4245;PLAYSTATION 5 DIGITAL +1 CONTROL;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;No;2190000,000000;2190000,000000;0.0;0.0;0.0;74123555778;GAMING;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4246;REDMI 15 NEGRO;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;No;650000,000000;560000,000000;0.0;0.0;0.0;6932554445065;CELULARES Y TABLETS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4247;MOTOROLA EDGE 60 FUSION AZUL;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;No;990000,000000;900000,000000;0.0;0.0;0.0;7707175325367;CELULARES Y TABLETS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4248;CARGADOR PARA PORTATIL VIRTUAL;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;96639,000000;75000,000000;0.0;0.0;0.0;AT202508130004LE10'L;ENERGIA;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4249;AUDIFONOS AUT125 BLANCOS;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;18487,394958;10100,000000;0.0;0.0;0.0;6974368776812;SONIDO;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4250;CHASIS ANTEC C5 ARGB;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;537815,000000;500000,000000;0.0;0.0;0.0;761345100335;COMPUTADORES;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4251;RIZADOR 3 TUBOS M-11;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;41176,000000;30000,000000;0.0;0.0;0.0;7702202588296;PELUQUERIA;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4252;RIZADOR PRONOVA;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;37815,000000;28000,000000;0.0;0.0;0.0;6920250218557;PELUQUERIA;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4253;DEPILADORA VGR V-727;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;49580,000000;42000,000000;0.0;0.0;0.0;6973224087277;PELUQUERIA;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4254;SOPORTE DE CELULAR BT-T30;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;8403,000000;5000,000000;0.0;0.0;0.0;6972047900305;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4255;CEPILLO SECADOR AGUACATE;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;32773,000000;23000,000000;0.0;0.0;0.0;7702202525550;PELUQUERIA;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4256;ESCANER 1D INALAMBRICO JALTECH;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;167227,000000;128708,000000;0.0;0.0;0.0;7709226719583;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
4257;TECLADO 2.4G + BT C500 NEGRO;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;No;66387,000000;47920,000000;0.0;0.0;0.0;11731;TECLADOS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 11.xlsx;
405;MOUSE JYR CAR EDITION MIJR011;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;30000,000000;22800,000000;3.0;0.0;0.0;5738054840116;MOUSES;30 DIAS;MEDIA;07/11/2022;J&R;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
406;CABLE V8 1.8;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;6000,000000;3000,000000;4.0;0.0;0.0;2149;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;WD;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
407;MOUSE INALAMBRICO GENIUS;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;50000,000000;29000,000000;2.0;0.0;0.0;4710268250869;MOUSES;30 DIAS;MEDIA;07/11/2022;LEDACOM;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
408;CABLE TIPO C JALTECH;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;10000,000000;4400,000000;3.0;0.0;0.0;10573;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
409;CABLE USB HEMBRA X V3 O 5 PINES;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;5000,000000;3000,000000;4.0;0.0;0.0;7454215471811;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;J&R;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
410;CARGADO V8 ROYAL 3.1A;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;18000,000000;10000,000000;1.0;0.0;0.0;2150;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;DISTRIMOVIL;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
411;MOUSE INALAMBRICO JYR MIJR014;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;35000,000000;20000,000000;1.0;0.0;0.0;5738054840147;MOUSES;30 DIAS;MEDIA;07/11/2022;J&R;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
412;CARGADOR TIPO C PAISA;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;15000,000000;8000,000000;8.0;0.0;0.0;2151;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;DISTRIMOVIL;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
413;CARGADOR CARGA RAPIDA IPHONE SG85C;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;55000,000000;38000,000000;2.0;0.0;0.0;7707478108940;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
414;MOUSE INALAMBRICO HAVIT MS76GT;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;40000,000000;25000,000000;1.0;0.0;0.0;6939119030650;MOUSES;30 DIAS;MEDIA;07/11/2022;HAVIT;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
415;CABLE IPHONE SG392;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;10000,000000;6000,000000;2.0;0.0;0.0;7707478102696;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
416;CABLE IPHONE SG402;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;15000,000000;8500,000000;5.0;0.0;0.0;7707478109626;ACCESORIOS Y PERIFERICOS;30 DIAS;BAJA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
417;MOUSE JYR MOJR020;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;28000,000000;17800,000000;2.0;0.0;0.0;5738084530209;MOUSES;30 DIAS;MEDIA;07/11/2022;J&R;Si;Si;Plantilla items - 2026-01-20 - 2.xlsx;
